"playerid","group","round_num","group_connect","connect","condition","session","ingroup","biased","identities","empanel_id"
"xZhr6io9",1,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4222263952_78419_01"
"xZhr6io9",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4222263952_78419_01"
"yQO6mTUz",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"1821993440_78419_01"
"yQO6mTUz",1,11,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"1821993440_78419_01"
"yqYQTF8v",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4209520966_78419_01"
"yqYQTF8v",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4209520966_78419_01"
"yuiKqUlS",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4205983151_78419_01"
"z1B8b3UP",2,11,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"1976098278_78419_01"
"z1B8b3UP",2,11,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"1976098278_78419_01"
"z1B8b3UP",2,11,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"1976098278_78419_01"
"z1B8b3UP",2,11,2,0,"Biased-4","e2.1_2017-09-03",1,1,1,"1976098278_78419_01"
"ZkrzAdZN",1,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4128112238_78419_01"
"ZkrzAdZN",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4128112238_78419_01"
"0fr0kaXH",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4210169883_78419_01"
"0fr0kaXH",2,12,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4210169883_78419_01"
"16hkBHE1",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4198730040_78419_01"
"16hkBHE1",0,12,1,0,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4198730040_78419_01"
"1I97cDCu",3,12,0,1,"Biased-4","e2.1_2017-09-01",0,1,1,"1708246037_78419_01"
"1Ls6uYnA",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4182929292_78419_01"
"1v5KsKaU",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4210174390_78419_01"
"1v5KsKaU",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210174390_78419_01"
"2CR6vFVs",0,12,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4210186321_78419_01"
"2Jq2iaa0",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4182985182_78419_01"
"2XmZPU4o",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"158212_3992_01"
"34nH2Rfu",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4191239682_5107_01"
"3AYzSo0a",0,12,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4176631747_78419_01"
"3IvpNBCR",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"2077831115_78419_01"
"3NdEZHv2",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"2054170865_78419_01"
"3NdEZHv2",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"2054170865_78419_01"
"6JIL2yNa",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4198730650_78419_01"
"7juY46GW",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"1638367265_78419_01"
"8PHZppon",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4224787927_78419_01"
"8yCrrB8u",1,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4142220444_78419_01"
"8yCrrB8u",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4142220444_78419_01"
"91g87Ftc",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"111636_3992_01"
"91g87Ftc",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"111636_3992_01"
"apvWe04N",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4182996682_78419_01"
"AYd5OgAp",0,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4098586458_78419_01"
"AYd5OgAp",0,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4098586458_78419_01"
"BbnkOQzz",0,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4205982971_78419_01"
"BbnkOQzz",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4205982971_78419_01"
"bEE8F3wB",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4083295366_5107_01"
"bImZpw3M",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209526342_78419_01"
"bImZpw3M",1,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4209526342_78419_01"
"BLMYbFQS",0,12,0,0,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4098582171_78419_01"
"BTfBuNtB",3,12,3,1,"Biased-4","e2.1_2017-09-01",1,1,1,"4069202132_78914_01"
"BTfBuNtB",3,12,0,1,"Biased-4","e2.1_2017-09-01",0,1,1,"4069202132_78914_01"
"diPOf8ra",2,12,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4033152806_78914_01"
"DJ8LGEZY",0,12,0,1,"Biased-4","e2.1_2017-09-01",1,1,1,"4224828504_78419_01"
"DJ8zBqDK",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4210183601_78419_01"
"DJ8zBqDK",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4210183601_78419_01"
"dPFSO8By",1,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4135954562_78419_01"
"dPFSO8By",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4135954562_78419_01"
"ggsLbDfz",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"015419_S01_HH"
"ggsLbDfz",2,12,3,1,"Biased-4","e2.2_2017-08-24",0,1,1,"015419_S01_HH"
"GJwlkJOK",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4182955648_78419_01"
"GsuEI1Kt",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"007396_S01_HH"
"gYzKkoom",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"900498_3992_01"
"gYzKkoom",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"900498_3992_01"
"IEEr3afx",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4224790013_78419_01"
"In7JArXc",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4182982317_78419_01"
"In7JArXc",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4182982317_78419_01"
"iutftQuX",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4209515398_78419_01"
"iutftQuX",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209515398_78419_01"
"jpnPuVCM",1,12,1,0,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4193034472_78419_01"
"jpnPuVCM",1,12,0,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4193034472_78419_01"
"JrGPVGgc",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4194571355_78419_01"
"Kku9ydao",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"113402_3992_01"
"Kku9ydao",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"113402_3992_01"
"LKii9aEK",0,12,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4182918354_78419_01"
"lyGJPNXR",3,12,1,0,"Biased-4","e2.2_2017-08-24",0,1,1,"069388_S02_01"
"lyGJPNXR",3,12,2,0,"Biased-4","e2.2_2017-08-24",0,1,1,"069388_S02_01"
"lyGJPNXR",3,12,3,0,"Biased-4","e2.2_2017-08-24",1,1,1,"069388_S02_01"
"lyGJPNXR",3,12,0,0,"Biased-4","e2.2_2017-08-24",0,1,1,"069388_S02_01"
"LYgovvuG",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"028085_S01_HH"
"LYgovvuG",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"028085_S01_HH"
"NazHAhes",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4210188230_78419_01"
"NazHAhes",1,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4210188230_78419_01"
"nQqxye9N",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4206005428_78419_01"
"nQqxye9N",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4206005428_78419_01"
"Owokimvp",0,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1698995672_78419_01"
"Owokimvp",0,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"1698995672_78419_01"
"pBdKEZTo",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4224779173_78419_01"
"Q4D3m6KL",0,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210169003_78419_01"
"Q4D3m6KL",0,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4210169003_78419_01"
"QDp3ovL3",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4182979840_78419_01"
"Qq1RHXw9",1,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"1973669509_78419_01"
"Qq1RHXw9",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"1973669509_78419_01"
"QXNE4Fr9",1,12,1,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4148866744_78419_01"
"QXNE4Fr9",1,12,0,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4148866744_78419_01"
"qy6qp9r6",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4222269674_78419_01"
"qy6qp9r6",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4222269674_78419_01"
"RaFBze1f",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"137234_3992_02"
"RaFBze1f",0,12,1,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"137234_3992_02"
"rCOFf22U",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4174330538_78419_01"
"RXIiD3rP",2,12,1,0,"Biased-4","e2.2_2017-08-24",0,1,1,"062838_S02_01"
"RXIiD3rP",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"062838_S02_01"
"SglLvmMk",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"052362_S02_01"
"Sw3Et2xV",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4224795530_78419_01"
"tjR3yjYL",1,12,1,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4224783116_78419_01"
"tjR3yjYL",1,12,0,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4224783116_78419_01"
"tLntXonO",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"4182955498_78419_01"
"tLntXonO",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"4182955498_78419_01"
"tsXNkqxj",0,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",1,0,0,"4083281328_78914_01"
"u11rl4QM",1,12,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"1836262314_78419_01"
"UvZf1gPO",2,12,1,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224772930_78419_01"
"UvZf1gPO",2,12,2,0,"Biased-4","e2.2_2017-08-24",1,1,1,"4224772930_78419_01"
"UvZf1gPO",2,12,3,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224772930_78419_01"
"UvZf1gPO",2,12,0,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224772930_78419_01"
"V8er8tZD",1,12,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4109808109_78419_01"
"vGsN046v",1,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"070457_S02_01"
"vGsN046v",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"070457_S02_01"
"Wd5JCBnA",1,12,1,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4222259624_78419_01"
"wKBuViKl",2,12,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4128108027_78419_01"
"wKBuViKl",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4128108027_78419_01"
"x0Q2cCRq",1,12,3,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4224776226_78419_01"
"x0Q2cCRq",1,12,2,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4224776226_78419_01"
"x0Q2cCRq",1,12,1,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4224776226_78419_01"
"x7QzBBkz",1,12,0,0,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4009917197_78914_01"
"x7QzBBkz",1,12,1,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4009917197_78914_01"
"XCnmdDUg",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4222256011_78419_01"
"XCnmdDUg",2,12,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4222256011_78419_01"
"XUr96Ljm",2,12,3,0,"Biased-4","e2.2_2017-08-24",0,1,1,"750812_S02_01"
"XUr96Ljm",2,12,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"750812_S02_01"
"XUr96Ljm",2,12,1,0,"Biased-4","e2.2_2017-08-24",0,1,1,"750812_S02_01"
"yuiKqUlS",1,12,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4205983151_78419_01"
"yuiKqUlS",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4205983151_78419_01"
"zcXK7TjS",0,12,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"121991_3992_01"
"Zp7IFzWn",1,12,2,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4209527873_78419_01"
"Zp7IFzWn",1,12,1,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4209527873_78419_01"
"ZRjM35ab",1,12,1,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",1,0,0,"1869085850_78419_01"
"ZRjM35ab",1,12,0,0,"Unbiased-2","experiment-2.6-unbiased-2-02_10657.csv",0,0,0,"1869085850_78419_01"
"0Fsj77FY",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"029738_S01_HH"
"2CR6vFVs",0,13,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4210186321_78419_01"
"2eCW1FlE",1,13,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4142230532_78419_01"
"2KfKBFI1",1,13,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4224808964_78419_01"
"2KfKBFI1",1,13,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4224808964_78419_01"
"2QsvgjjE",0,13,1,1,"Biased-2","e2.4_2017-08-27",0,1,0,"4174331532_78419_01"
"2QsvgjjE",0,13,0,1,"Biased-2","e2.4_2017-08-27",1,1,0,"4174331532_78419_01"
"3AYzSo0a",0,13,0,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4176631747_78419_01"
"3ClMwfdr",0,13,0,0,"Biased-2","e2.4_2017-09-01",1,1,0,"036403_S01_01"
"3ClMwfdr",0,13,1,0,"Biased-2","e2.4_2017-09-01",0,1,0,"036403_S01_01"
"3NPNzJYf",0,13,1,1,"Unbiased-2","e2.6_2017-09-16",0,0,0,"1887154303_78419_01"
"3x8dNpDD",3,13,2,1,"Biased-4","e2.1_2017-08-24",0,1,1,"4142223226_78419_01"
"3x8dNpDD",3,13,3,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4142223226_78419_01"
"49Jqer6s",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"004346_S01_HH"
"4rAYLpiK",2,13,1,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"5Dc9pgMR",1,13,0,0,"Biased-2","e2.3_2017-08-31",0,1,0,"1869079206_78419_01"
"5Dc9pgMR",1,13,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"1869079206_78419_01"
"60NY1G5E",1,13,1,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4141908146_78419_01"
"60NY1G5E",1,13,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"66fX2Bg0",0,13,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"4222263686_78419_01"
"6eq39r0t",0,13,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"1590401214_78419_01"
"7oVIAWsh",1,13,1,1,"Unbiased-2","e2.6_2017-09-16",1,0,0,"4141879666_78419_01"
"7SiuC6aO",3,13,3,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4128106335_78419_01"
"7SiuC6aO",3,13,2,1,"Biased-4","e2.1_2017-08-24",0,1,1,"4128106335_78419_01"
"8SAdCbGE",1,13,0,1,"Biased-2","e2.4_2017-09-01",0,1,0,"4182992005_78419_01"
"8SAdCbGE",1,13,1,1,"Biased-2","e2.4_2017-09-01",1,1,0,"4182992005_78419_01"
"9zlTPaa5",2,13,1,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"aGLDOR3v",0,13,0,1,"Biased-2","e2.4_2017-08-27",1,1,0,"1975420046_78419_01"
"Aosqpm7K",3,13,0,0,"Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",3,13,1,0,"Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",3,13,2,0,"Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",3,13,3,0,"Biased-4","e2.1_2017-08-24",1,1,1,"4198745311_78419_01"
"aZ7ejSR5",0,13,1,0,"Biased-2","e2.4_2017-09-01",0,1,0,"4083284137_78914_01"
"aZ7ejSR5",0,13,0,0,"Biased-2","e2.4_2017-09-01",1,1,0,"4083284137_78914_01"
"b3pCCPJi",1,13,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4142196852_78419_01"
"b3pCCPJi",1,13,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4142196852_78419_01"
"BYpYNLYZ",1,13,0,1,"Biased-2","e2.4_2017-08-27",0,1,0,"060507_S02_02"
"BYpYNLYZ",1,13,1,1,"Biased-2","e2.4_2017-08-27",1,1,0,"060507_S02_02"
"c2a1ApB4",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4210171182_78419_01"
"cCWpfNHl",1,13,0,0,"Biased-2","e2.4_2017-08-27",0,1,0,"088523_S02_01"
"cCWpfNHl",1,13,1,0,"Biased-2","e2.4_2017-08-27",1,1,0,"088523_S02_01"
"CMkZT74c",1,13,1,1,"Unbiased-2","e2.6_2017-09-16",1,0,0,"4182968972_78419_01"
"CMkZT74c",1,13,0,0,"Unbiased-2","e2.6_2017-09-16",0,0,0,"4182968972_78419_01"
"cSQt54dS",0,13,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"1724172254_78419_01"
"cW3Xrh7y",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4182959840_78419_01"
"cW3Xrh7y",2,13,3,1,"Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"CwFE3ItX",1,13,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4175653757_92326_01"
"CwFE3ItX",1,13,0,1,"Biased-2","e2.3_2017-08-31",0,1,0,"4175653757_92326_01"
"cY25uRlE",1,13,1,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"1685916020_78419_01"
"cY25uRlE",1,13,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"dbeyNtbX",0,13,0,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"087915_S02_02"
"dbeyNtbX",0,13,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"087915_S02_02"
"DJWdsL8d",2,13,3,1,"Biased-4","e2.1_2017-08-24",0,1,1,"072544_S02_01"
"DJWdsL8d",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"072544_S02_01"
"dKSCJBQ8",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4141908521_78419_01"
"Du9Kh9Zi",0,13,0,1,"Biased-2","e2.4_2017-09-01",1,1,0,"010477_S01_HH"
"dYfzbDKZ",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4098583988_78419_01"
"dYfzbDKZ",2,13,3,0,"Biased-4","e2.1_2017-08-24",0,1,1,"4098583988_78419_01"
"EALWRNpD",1,13,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4224774488_78419_01"
"eTQUtKSe",0,13,1,1,"Unbiased-2","e2.6_2017-09-16",0,0,0,"4141881004_78419_01"
"EZ86FtBN",2,13,2,1,"Biased-4","e2.1_2017-08-24",1,1,1,"4222260107_78419_01"
"f7cmoZxN",1,13,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"145708_3992_01"
"g8V3RhKn",0,13,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4034703232_78914_02"
"g8V3RhKn",0,13,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4034703232_78914_02"
"g8V3RhKn",0,13,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4034703232_78914_02"
"GV56CWVE",1,13,0,1,"Biased-2","e2.4_2017-08-31",0,1,0,"1759047013_78419_01"
"Gvw2kAUr",3,13,3,1,"Biased-4","e2.1_2017-08-24",1,1,1,"006297_S01_HH"
"hBbqBxNW",0,13,0,1,"Biased-2","e2.4_2017-09-01",1,1,0,"4222262517_78419_01"
"HgL5wQXl",0,13,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4198723823_78419_01"
"HgL5wQXl",0,13,0,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4198723823_78419_01"
"Hm8qOgdi",1,13,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"005752_S01_HH"
"Hm8qOgdi",1,13,0,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"005752_S01_HH"
"Hm8qOgdi",1,13,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"005752_S01_HH"
"Hm8qOgdi",1,13,2,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"005752_S01_HH"
"HQ9XsNlH",1,13,1,1,"Unbiased-2","e2.6_2017-09-16",1,0,0,"4205978713_78419_01"
"i7IIFMIb",0,13,0,0,"Biased-2","e2.3_2017-08-31",1,1,0,"4210182356_78419_01"
"i7IIFMIb",0,13,1,0,"Biased-2","e2.3_2017-08-31",0,1,0,"4210182356_78419_01"
"ioIMkkv3",0,13,0,1,"Biased-2","e2.4_2017-08-27",1,1,0,"1869068229_78419_01"
"jC2kr3u0",0,13,1,1,"Biased-2","e2.3_2017-08-31",0,1,0,"4210176685_78419_01"
"JkDj57W3",0,13,0,1,"Biased-2","e2.4_2017-09-01",1,1,0,"035315_S01_HH"
"jlkiDCUf",0,13,0,1,"Biased-2","e2.4_2017-08-27",1,1,0,"1797570488_78419_01"
"jLzegXH6",1,13,0,0,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4210178541_78419_01"
"jLzegXH6",1,13,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4210178541_78419_01"
"JnID4Q2o",0,13,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4183009964_78419_01"
"JnID4Q2o",0,13,0,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4183009964_78419_01"
"jpnPuVCM",0,13,0,0,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4193034472_78419_01"
"jpnPuVCM",0,13,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4193034472_78419_01"
"JPppFZWQ",1,13,0,1,"Biased-2","e2.3_2017-08-31",0,1,0,"4198735108_78419_01"
"JPppFZWQ",1,13,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4198735108_78419_01"
"jTcyevlw",1,13,1,1,"Biased-2","e2.4_2017-08-27",1,1,0,"4083364193_78914_01"
"ju7eWJ5D",1,13,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4198696732_78419_01"
"JxdStep4",0,13,0,1,"Biased-2","e2.4_2017-08-27",1,1,0,"4210175671_78419_01"
"Kpefbwlv",1,13,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4210172616_78419_01"
"Kpefbwlv",1,13,0,1,"Biased-2","e2.3_2017-08-31",0,1,0,"4210172616_78419_01"
"Kwi2XJew",0,13,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"1701598304_78419_01"
"L3XqYDJz",0,13,1,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"008751_S01_HH"
"L3XqYDJz",0,13,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"008751_S01_HH"
"LKii9aEK",0,13,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4182918354_78419_01"
"LKii9aEK",0,13,0,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4182918354_78419_01"
"lQ8zf0Py",1,13,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4222254040_78419_01"
